OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,OPERATIONALSTATUS,CAPACITYKV,STATE,SPATIALCONFIDENCE,REVISED,LENGTH_M,SHAPE_Length,From,To,from_suburb,to_suburb
161,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,16607.74682,0.153565838,Junee Solar farm,Junee Reefs,junee,junee reefs
162,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,25971.39777,0.241878003,Junee Reefs,Temora,junee reefs,temora
163,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,68156.93795,0.644436404,Temora,West Wyalong,temora,west wyalong
166,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,3740.587238,0.040435509,Temora tee,Temora tee,temora,temora
169,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,32949.17189,0.317960693,Batlow,Tumbarumba,batlow,tumbarumba
170,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,28460.95699,0.267446535,"Tumut ",Batlow,tumut,batlow
172,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,29509.9385,0.281453098,"Tumut ",Gundagai,tumut,gundagai
173,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,19326.54203,0.202067079,Gundagai,Nangus,gundagai,nangus
174,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,46905.42944,0.501846582,Gundagai,Burrinjuck,gundagai,burrinjuck
175,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,16340.89102,0.154066619,Burrinjuck,Berremangra,burrinjuck,berremangra
177,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,32574.24104,0.300219666,Jugiong,Murrumburrah,jugiong,murrumburrah
178,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,26600.72382,0.287559619,Goulburn,Marulan South Limestone Mine,goulburn,limestone
179,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,19893.67271,0.210986416,Goulburn,Lynwood Quarry,goulburn,lynwood
180,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,6946.866154,0.067320603,Goulburn,Goulburn North,goulburn,goulburn north
181,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,41552.54967,0.40801297,Goulburn North,Crookwell,goulburn north,crookwell
182,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,5280.139549,0.051331919,Goulburn Town,Goulburn North,goulburn,goulburn north
183,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,1933.817299,0.019549598,Goulburn,Goulburn Town (South),goulburn,goulburn
184,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,2039.421668,0.020590291,Goulburn,Goulburn Town (North),goulburn,goulburn
185,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,38043.80617,0.362934586,Woodlawn Bioreactor,Goulburn,woodlawn,goulburn
186,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,66,New South Wales,5,14/03/2024 0:00,44515.11974,0.45922518,Yass,Berremangra,yass,berremangra
188,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,14/03/2024 0:00,2702.744854,0.02766543,Albury,Albury  (North),albury,albury
189,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Operational,132,New South Wales,5,14/03/2024 0:00,2736.913328,0.028029569,Albury,Albury  (South),albury,albury
